Questionnaire,Year Reported to CDP,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Response Answer,Comments,File Name,Last update,action
Cities 2020,2020,56276,New Taipei City Government,"Taiwan, Greater China",East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,37261,City of Pietermaritzburg,South Africa,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,834251,Municipality of Coronel Dominguez,Argentina,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,20113,City of Vancouver,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,826210,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,35884,City of San Diego,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,63941,"Broward County, FL",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Cyclone (Hurricane / Typhoon),NA,NA,09/07/2020 09:45:36 AM, Cyclone (Hurricane / Typhoon)
Cities 2020,2020,62855,Egedal Municipality,Denmark,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,54048,City of Knoxville,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,59558,"City of Holland, MI",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,50361,Ayuntamiento de Hermosillo,Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Chemical change > Salt water intrusion,NA,NA,09/07/2020 09:45:36 AM, Salt water intrusion
Cities 2020,2020,43975,Municipalidad de Magdalena del Mar,Peru,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,826396,Munícipio de Sintra,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,35858,City of Cape Town,South Africa,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,60409,Municipalidad Provincial de Callao,Peru,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,44210,Yeosu Metropolitan Government,Republic of Korea,East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Chemical change > Ocean acidification,NA,NA,09/07/2020 09:45:36 AM, Ocean acidification
Cities 2020,2020,839673,Municipalidad Distrital de Jesús María,Peru,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,54088,City of Peterborough,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,840371,Falkoping Kommun,Sweden,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,826201,Ayuntamiento de Zapopan,Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,826396,Munícipio de Sintra,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,31148,City of Amsterdam,Netherlands,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,50385,Prefeitura de Campo Grande,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,42123,City of Goiânia,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,3203,City of Chicago,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,35877,City of Pittsburgh,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,831618,Yaoundé 4,Cameroon,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Water-borne disease,NA,NA,09/07/2020 09:45:36 AM, Water-borne disease
Cities 2020,2020,58513,City of Medford,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,50568,City of Saskatoon,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,73765,Tuguegarao City,Philippines,Southeast Asia and Oceania,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,59124,"City of Natchez, MS",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,36152,Tallinn City Council,Estonia,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,31184,Prefeitura de São Paulo,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,60369,Alcaldía Municipal de Armenia,Colombia,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,55324,Município de Guimarães,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,50543,Halifax Regional Municipality,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,60142,City of Kisumu,Kenya,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Water-borne disease,NA,NA,09/07/2020 09:45:36 AM, Water-borne disease
Cities 2020,2020,54517,City Örebro,Sweden,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Lightning / thunderstorm,NA,NA,09/07/2020 09:45:36 AM, Lightning / thunderstorm
Cities 2020,2020,59180,Middelfart Kommune,Denmark,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,61790,"City of Emeryville, CA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,56276,New Taipei City Government,"Taiwan, Greater China",East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,60092,City of Porvoo,Finland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,834373,"Town of York, ME",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,826210,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,68373,Prefeitura de Pedreira,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,49342,City of Rochester,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme cold days,NA,NA,09/07/2020 09:45:36 AM, Extreme cold days
Cities 2020,2020,69995,Kemi,Finland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,50674,Município de Viseu,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,74466,"Village of South Barrington, IL",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,50678,Município de Évora,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,60267,Prefeitura de Guarujá,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,50389,Prefeitura de Maceió,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,54395,Taoyuan City Government,"Taiwan, Greater China",East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,31148,City of Amsterdam,Netherlands,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,1499,Ajuntament de Barcelona,Spain,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,3417,New York City,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Permanent inundation,NA,NA,09/07/2020 09:45:36 AM, Permanent inundation
Cities 2020,2020,53959,"City of Fayetteville, AR",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,31187,Seoul Metropolitan Government,Republic of Korea,East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,54617,Alcaldia de Pereira,Colombia,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,63543,Fredensborg Kommune,Denmark,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,31172,Mexico City,Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,73802,Crespo,Argentina,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,58797,Hørsholm Kommune,Denmark,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,848125,Oreamuno,Costa Rica,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,36043,Abuja Federal Capital Territory,Nigeria,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Chemical change > Atmospheric CO2 concentrations,NA,NA,09/07/2020 09:45:36 AM, Atmospheric CO2 concentrations
Cities 2020,2020,839980,Municipalidad de Avellaneda,Argentina,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,54389,Taichung City Government,"Taiwan, Greater China",East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,36470,Comune della Spezia,Italy,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,36477,Comune di Lucca,Italy,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,35865,Municipality of Fortaleza,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,74671,Kadıköy,Turkey,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,54124,City of Fremont,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Land fire,NA,NA,09/07/2020 09:45:36 AM, Land fire
Cities 2020,2020,74463,"Village of Park Forest, IL",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Tornado,NA,NA,09/07/2020 09:45:36 AM, Tornado
Cities 2020,2020,54389,Taichung City Government,"Taiwan, Greater China",East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,840269,"Town of Whitby, ON",Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,50154,City of Turku,Finland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,848408,Municipio de Cajamarca,Colombia,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Avalanche,NA,NA,09/07/2020 09:45:36 AM, Avalanche
Cities 2020,2020,60410,Municipalidad de Peñalolén,Chile,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Cold wave,NA,NA,09/07/2020 09:45:36 AM, Cold wave
Cities 2020,2020,59538,City of Mississauga,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
